Tick (ms),ADC Value,ForceValue
44670,363,245.5882759
44672,392,265.2082759
44674,258,174.5503448
44676,406,274.68
44678,453,306.477931
44680,241,163.0489655
44682,468,316.6262069
44684,466,315.2731034
44686,319,215.82
44688,547,370.0737931
44690,523,353.8365517
44692,357,241.5289655
44694,612,414.0496552
44696,564,381.5751724
44698,424,286.857931
44700,613,414.7262069
44702,613,414.7262069
44704,455,307.8310345
44706,644,435.6993103
44708,582,393.7531034
44710,429,290.2406897
44712,598,404.577931
44714,515,348.4241379
44716,419,283.4751724
44718,571,386.3110345
44720,539,364.6613793
44722,404,273.3268966
44724,528,357.2193103
44726,474,320.6855172
44728,317,214.4668966
44730,431,291.5937931
44732,672,454.6427586
44734,446,301.742069
44736,779,527.0337931
44738,664,449.2303448
44740,401,271.2972414
44742,697,471.5565517
44744,209,141.3993103
44746,355,240.1758621
44748,554,374.8096552
44750,689,466.1441379
44752,745,504.0310345
44754,804,543.9475862
44756,789,533.7993103
44758,684,462.7613793
44760,620,419.462069
44762,63,42.62275862
44764,-122,-82.53931034
44766,145,98.1
44768,503,340.3055172
44770,602,407.2841379
44772,1227,830.1289655
44774,1615,1092.631034
44776,1232,833.5117241
44778,1535,1038.506897
44780,1289,872.0751724
44782,986,667.08
44784,1448,979.6468966
44786,1588,1074.364138
44788,1890,1278.682759
44790,2549,1724.530345
44792,2416,1634.548966
44794,2512,1699.497931
44796,2730,1846.986207
44798,2231,1509.386897
44800,2301,1556.745517
44802,2651,1793.538621
44804,2551,1725.883448
44806,2838,1920.053793
44808,3018,2041.833103
44810,2727,1844.956552
44812,2590,1752.268966
44814,2902,1963.353103
44816,2361,1597.338621
44818,2460,1664.317241
44820,2544,1721.147586
44822,2187,1479.618621
44824,2278,1541.184828
44826,2357,1594.632414
44828,1792,1212.38069
44830,1610,1089.248276
44832,1515,1024.975862
44834,1146,775.3282759
44836,1180,798.3310345
44838,1132,765.8565517
44840,651,440.4351724
44842,471,318.6558621
44844,413,279.4158621
44846,12,8.11862069
44848,55,37.21034483
44850,77,52.09448276
44852,-132,-89.30482759
44854,-115,-77.80344828
44856,2,1.353103448
44858,-176,-119.0731034
44860,-206,-139.3696552
44862,-113,-76.45034483
44864,-243,-164.402069
44866,-114,-77.12689655
44868,12,8.11862069
44870,-139,-94.04068966
44872,109,73.74413793
44874,47,31.79793103
44876,-122,-82.53931034
44878,-36,-24.35586207
44880,-3,-2.029655172
44882,-135,-91.33448276
44884,143,96.74689655
44886,210,142.0758621
44888,103,69.68482759
44890,201,135.9868966
44892,249,168.4613793
44894,63,42.62275862
44896,166,112.3075862
44898,258,174.5503448
44900,234,158.3131034
44902,437,295.6531034
44904,597,403.9013793
44906,351,237.4696552
44908,562,380.222069
44910,631,426.9041379
44912,362,244.9117241
44914,518,350.4537931
44916,676,457.3489655
44918,501,338.9524138
44920,768,519.5917241
44922,803,543.2710345
44924,540,365.337931
44926,784,530.4165517
44928,701,474.2627586
44930,484,327.4510345
44932,619,418.7855172
44934,632,427.5806897
44936,418,282.7986207
44938,656,443.817931
44940,535,361.9551724
44942,284,192.1406897
44944,500,338.2758621
44946,358,242.2055172
44948,292,197.5531034
44950,327,221.2324138
44952,257,173.8737931
44954,128,86.59862069
44956,204,138.0165517
44958,92,62.24275862
44960,41,27.73862069
44962,103,69.68482759
44964,29,19.62
44966,-111,-75.09724138
44968,99,66.97862069
44970,-85,-57.50689655
44972,-250,-169.137931
44974,10,6.765517241
44976,-185,-125.162069
44978,-253,-171.1675862
44980,-86,-58.18344828
44982,-243,-164.402069
44984,-304,-205.6717241
44986,-110,-74.42068966
44988,-271,-183.3455172
44990,-327,-221.2324138
44992,-143,-96.74689655
44994,-247,-167.1082759
44996,-299,-202.2889655
44998,-72,-48.71172414
45000,-222,-150.1944828
45002,-199,-134.6337931
45004,-480,-324.7448276
45006,-184,-124.4855172
45008,-332,-224.6151724
45010,-251,-169.8144828
45012,-282,-190.7875862
45014,-324,-219.2027586
45016,-144,-97.42344828
45018,-187,-126.5151724
45020,-262,-177.2565517
45022,-159,-107.5717241
45024,-267,-180.6393103
45026,-235,-158.9896552
45028,-117,-79.15655172
45030,-52,-35.18068966
45032,-607,-410.6668966
45034,221,149.517931
45036,-945,-639.3413793
45038,-241,-163.0489655
45040,87,58.86
45042,-25,-16.9137931
45044,-603,-407.9606897
45046,261,176.58
45048,-104,-70.36137931
45050,146,98.77655172
45052,-42,-28.41517241
45054,-564,-381.5751724
45056,-275,-186.0517241
45058,-126,-85.24551724
45060,-226,-152.9006897
45062,-180,-121.7793103
45064,-159,-107.5717241
45066,-313,-211.7606897
45068,-53,-35.85724138
45070,-77,-52.09448276
45072,-271,-183.3455172
45074,-200,-135.3103448
45076,-149,-100.8062069
45078,-145,-98.1
45080,-62,-41.9462069
45082,-80,-54.12413793
45084,-184,-124.4855172
45086,-144,-97.42344828
45088,-105,-71.03793103
45090,-201,-135.9868966
45092,-102,-69.00827586
45094,-131,-88.62827586
45096,-238,-161.0193103
45098,-155,-104.8655172
45100,-157,-106.2186207
45102,-170,-115.0137931
45104,-171,-115.6903448
45106,-75,-50.74137931
45108,-87,-58.86
45110,-30,-20.29655172
45112,-33,-22.3262069
45114,-50,-33.82758621
45116,-83,-56.1537931
45118,-71,-48.03517241
45120,-27,-18.26689655
45122,-17,-11.50137931
45124,-25,-16.9137931
45126,-13,-8.795172414
45128,-171,-115.6903448
45130,-22,-14.88413793
45132,-218,-147.4882759
45134,-156,-105.542069
45136,-127,-85.92206897
45138,-215,-145.4586207
45140,-95,-64.27241379
45142,-194,-131.2510345
45144,-176,-119.0731034
45146,-201,-135.9868966
45148,-201,-135.9868966
45150,-182,-123.1324138
45152,-163,-110.277931
45154,-198,-133.9572414
45156,-642,-434.3462069
45158,-29,-19.62
45160,-508,-343.6882759
45162,-174,-117.72
45164,-317,-214.4668966
45166,-437,-295.6531034
45168,-387,-261.8255172
45170,-506,-342.3351724
45172,-573,-387.6641379
45174,-617,-417.4324138
45176,-673,-455.3193103
45178,-786,-531.7696552
45180,-599,-405.2544828
45182,-548,-370.7503448
45184,-625,-422.8448276
45186,-530,-358.5724138
45188,-581,-393.0765517
45190,-728,-492.5296552
45192,-642,-434.3462069
45194,-693,-468.8503448
45196,-765,-517.562069
45198,-605,-409.3137931
45200,-629,-425.5510345
45202,-665,-449.9068966
45204,-493,-333.54
45206,-667,-451.26
45208,-733,-495.9124138
45210,-535,-361.9551724
45212,-630,-426.2275862
45214,-687,-464.7910345
45216,-539,-364.6613793
45218,-608,-411.3434483
45220,-617,-417.4324138
45222,-504,-340.982069
45224,-654,-442.4648276
45226,-661,-447.2006897
45228,-517,-349.7772414
45230,-732,-495.2358621
45232,-712,-481.7048276
45234,-591,-399.842069
45236,-800,-541.2413793
45238,-735,-497.2655172
45240,-618,-418.1089655
45242,-781,-528.3868966
45244,-693,-468.8503448
45246,-590,-399.1655172
45248,-736,-497.942069
45250,-620,-419.462069
45252,-546,-369.3972414
45254,-745,-504.0310345
45256,-591,-399.842069
45258,-528,-357.2193103
45260,-648,-438.4055172
45262,-498,-336.9227586
45264,-422,-285.5048276
45266,-573,-387.6641379
45268,-428,-289.5641379
45270,-478,-323.3917241
45272,-569,-384.957931
45274,-406,-274.68
45276,-423,-286.1813793
45278,-519,-351.1303448
45280,-307,-207.7013793
45282,-352,-238.1462069
45284,-478,-323.3917241
45286,-326,-220.5558621
45288,-366,-247.617931
45290,-500,-338.2758621
45292,-266,-179.9627586
45294,-364,-246.2648276
45296,-459,-310.5372414
45298,-233,-157.6365517
45300,-351,-237.4696552
45302,-412,-278.7393103
45304,-204,-138.0165517
45306,-355,-240.1758621
45308,-412,-278.7393103
45310,-199,-134.6337931
45312,-355,-240.1758621
45314,-378,-255.7365517
45316,-182,-123.1324138
45318,-349,-236.1165517
45320,-362,-244.9117241
45322,-185,-125.162069
45324,-381,-257.7662069
45326,-360,-243.5586207
45328,-219,-148.1648276
45330,-400,-270.6206897
45332,-361,-244.2351724
45334,-231,-156.2834483
45336,-389,-263.1786207
45338,-398,-269.2675862
45340,-263,-177.9331034
45342,-419,-283.4751724
45344,-381,-257.7662069
45346,-245,-165.7551724
45348,-443,-299.7124138
45350,-373,-252.3537931
45352,-239,-161.6958621
45354,-411,-278.0627586
45356,-340,-230.0275862
45358,-245,-165.7551724
45360,-433,-292.9468966
45362,-361,-244.2351724
45364,-241,-163.0489655
45366,-420,-284.1517241
45368,-315,-213.1137931
45370,-193,-130.5744828
45372,-378,-255.7365517
45374,-238,-161.0193103
45376,-190,-128.5448276
45378,-357,-241.5289655
45380,-255,-172.5206897
45382,-182,-123.1324138
45384,-395,-267.237931
45386,-245,-165.7551724
45388,-158,-106.8951724
45390,-339,-229.3510345
45392,-190,-128.5448276
45394,-125,-84.56896552
45396,-290,-196.2
45398,-124,-83.89241379
45400,-70,-47.35862069
45402,-268,-181.3158621
45404,-88,-59.53655172
45406,-63,-42.62275862
45408,-180,-121.7793103
45410,0,0
45412,-15,-10.14827586
45414,-167,-112.9841379
45416,-12,-8.11862069
45418,-5,-3.382758621
45420,-185,-125.162069
45422,-13,-8.795172414
45424,-21,-14.20758621
45426,-159,-107.5717241
45428,7,4.735862069
45430,-30,-20.29655172
45432,-175,-118.3965517
45434,1,0.676551724
45436,-49,-33.15103448
45438,-219,-148.1648276
45440,-39,-26.38551724
45442,-78,-52.77103448
45444,-200,-135.3103448
45446,-22,-14.88413793
45448,-91,-61.5662069
45450,-182,-123.1324138
45452,-5,-3.382758621
45454,-68,-46.00551724
45456,-146,-98.77655172
45458,2,1.353103448
45460,-53,-35.85724138
45462,-95,-64.27241379
45464,96,64.94896552
45466,-8,-5.412413793
45468,-138,-93.36413793
45470,-180,-121.7793103
45472,-336,-227.3213793
45474,78,52.77103448
45476,147,99.45310345
45478,-15,-10.14827586
45480,-145,-98.1
45482,66,44.65241379
45484,187,126.5151724
45486,281,190.1110345
45488,246,166.4317241
45490,252,170.4910345
45492,415,280.7689655
45494,390,263.8551724
45496,619,418.7855172
45498,595,402.5482759
45500,692,468.1737931
45502,691,467.4972414
45504,611,413.3731034
45506,313,211.7606897
45508,560,378.8689655
45510,813,550.0365517
45512,980,663.0206897
45514,919,621.7510345
45516,574,388.3406897
45518,748,506.0606897
45520,679,459.3786207
45522,936,633.2524138
45524,928,627.84
45526,905,612.2793103
45528,789,533.7993103
45530,727,491.8531034
45532,-32,-21.64965517
45534,690,466.8206897
45536,543,367.3675862
45538,440,297.6827586
45540,1211,819.3041379
45542,932,630.5462069
45544,1283,868.0158621
45546,1574,1064.892414
45548,1308,884.9296552
45550,1036,700.9075862
45552,1327,897.7841379
45554,1256,849.7489655
45556,1469,993.8544828
45558,1984,1342.278621
45560,2169,1467.44069
45562,2122,1435.642759
45564,2354,1592.602759
45566,2269,1535.095862
45568,2107,1425.494483
45570,2559,1731.295862
45572,2271,1536.448966
45574,2157,1459.322069
45576,2596,1756.328276
45578,2588,1750.915862
45580,2442,1652.13931
45582,2670,1806.393103
45584,2584,1748.209655
45586,2423,1639.284828
45588,2591,1752.945517
45590,2359,1595.985517
45592,2116,1431.583448
45594,2282,1543.891034
45596,2092,1415.346207
45598,1813,1226.588276
45600,1810,1224.558621
45602,1644,1112.251034
45604,1368,925.5227586
45606,1511,1022.269655
45608,1247,843.66
45610,868,587.2468966
45612,964,652.1958621
45614,544,368.0441379
45616,317,214.4668966
45618,479,324.0682759
45620,225,152.2241379
45622,-15,-10.14827586
45624,296,200.2593103
45626,-52,-35.18068966
45628,-157,-106.2186207
45630,118,79.83310345
45632,-26,-17.59034483
45634,-155,-104.8655172
45636,16,10.82482759
45638,49,33.15103448
45640,-43,-29.09172414
45642,140,94.71724138
45644,93,62.91931034
45646,-62,-41.9462069
45648,144,97.42344828
45650,180,121.7793103
45652,38,25.70896552
45654,286,193.4937931
45656,216,146.1351724
45658,124,83.89241379
45660,285,192.8172414
45662,187,126.5151724
45664,143,96.74689655
45666,283,191.4641379
45668,215,145.4586207
45670,221,149.517931
45672,445,301.0655172
45674,373,252.3537931
45676,400,270.6206897
45678,517,349.7772414
45680,478,323.3917241
45682,331,223.9386207
45684,554,374.8096552
45686,407,275.3565517
45688,398,269.2675862
45690,495,334.8931034
45692,479,324.0682759
45694,291,196.8765517
45696,559,378.1924138
45698,306,207.0248276
45700,297,200.9358621
45702,482,326.097931
45704,212,143.4289655
45706,340,230.0275862
45708,499,337.5993103
45710,250,169.137931
45712,429,290.2406897
45714,473,320.0089655
45716,284,192.1406897
45718,381,257.7662069
45720,377,255.06
45722,301,203.642069
45724,277,187.4048276
45726,430,290.9172414
45728,286,193.4937931
45730,319,215.82
45732,334,225.9682759
45734,198,133.9572414
45736,172,116.3668966
45738,237,160.3427586
45740,29,19.62
45742,155,104.8655172
45744,247,167.1082759
45746,4,2.706206897
45748,115,77.80344828
45750,183,123.8089655
45752,-27,-18.26689655
45754,4,2.706206897
45756,13,8.795172414
45758,-141,-95.3937931
45760,39,26.38551724
45762,-28,-18.94344828
45764,-165,-111.6310345
45766,-70,-47.35862069
45768,-103,-69.68482759
45770,-277,-187.4048276
45772,-186,-125.8386207
45774,-207,-140.0462069
45776,-402,-271.9737931
45778,-222,-150.1944828
45780,-267,-180.6393103
45782,-375,-253.7068966
45784,-344,-232.7337931
45786,-383,-259.1193103
45788,-589,-398.4889655
45790,-210,-142.0758621
45792,-162,-109.6013793
45794,-583,-394.4296552
45796,-154,-104.1889655
45798,-415,-280.7689655
45800,-414,-280.0924138
45802,-169,-114.3372414
45804,-535,-361.9551724
45806,-384,-259.7958621
45808,-143,-96.74689655
45810,-300,-202.9655172
45812,-338,-228.6744828
45814,-86,-58.18344828
45816,-392,-265.2082759
45818,-200,-135.3103448
45820,-171,-115.6903448
45822,-335,-226.6448276
45824,-319,-215.82
45826,-89,-60.21310345
45828,-262,-177.2565517
45830,-124,-83.89241379
45832,-71,-48.03517241
45834,-218,-147.4882759
45836,-157,-106.2186207
45838,-18,-12.17793103
45840,-178,-120.4262069
45842,-94,-63.59586207
45844,-3,-2.029655172
45846,-138,-93.36413793
45848,-20,-13.53103448
45850,88,59.53655172
45852,-52,-35.18068966
45854,30,20.29655172
45856,81,54.80068966
45858,-106,-71.71448276
45860,89,60.21310345
45862,92,62.24275862
45864,-63,-42.62275862
45866,126,85.24551724
45868,192,129.897931
45870,-56,-37.88689655
45872,-151,-102.1593103
45874,12,8.11862069
45876,-80,-54.12413793
45878,117,79.15655172
45880,72,48.71172414
45882,-129,-87.27517241
45884,62,41.9462069
45886,25,16.9137931
45888,24,16.23724138
45890,37,25.03241379
45892,-114,-77.12689655
45894,-96,-64.94896552
45896,-46,-31.12137931
45898,-103,-69.68482759
45900,-103,-69.68482759
45902,-36,-24.35586207
45904,65,43.97586207
45906,-127,-85.92206897
45908,-40,-27.06206897
45910,-105,-71.03793103
45912,-85,-57.50689655
45914,-122,-82.53931034
45916,-129,-87.27517241
45918,-439,-297.0062069
45920,-292,-197.5531034
45922,-320,-216.4965517
45924,-123,-83.21586207
45926,-732,-495.2358621
45928,-515,-348.4241379
45930,-567,-383.6048276
45932,-553,-374.1331034
45934,-329,-222.5855172
45936,-558,-377.5158621
45938,-715,-483.7344828
45940,-412,-278.7393103
45942,-427,-288.8875862
45944,-400,-270.6206897
45946,-564,-381.5751724
45948,-652,-441.1117241
45950,-577,-390.3703448
45952,-591,-399.842069
45954,-443,-299.7124138
45956,-447,-302.4186207
45958,-566,-382.9282759
45960,-412,-278.7393103
45962,-450,-304.4482759
45964,-491,-332.1868966
45966,-369,-249.6475862
45968,-457,-309.1841379
45970,-529,-357.8958621
45972,-322,-217.8496552
45974,-334,-225.9682759
45976,-360,-243.5586207
45978,-218,-147.4882759
45980,-271,-183.3455172
45982,-368,-248.9710345
45984,-220,-148.8413793
45986,-350,-236.7931034
45988,-395,-267.237931
45990,-296,-200.2593103
45992,-376,-254.3834483
45994,-392,-265.2082759
45996,-202,-136.6634483
45998,-356,-240.8524138
46000,-456,-308.5075862
46002,-291,-196.8765517
46004,-463,-313.2434483
46006,-480,-324.7448276
46008,-335,-226.6448276
46010,-516,-349.1006897
46012,-465,-314.5965517
46014,-356,-240.8524138
46016,-472,-319.3324138
46018,-398,-269.2675862
46020,-351,-237.4696552
46022,-503,-340.3055172
46024,-382,-258.4427586
46026,-372,-251.6772414
46028,-425,-287.5344828
46030,-351,-237.4696552
46032,-251,-169.8144828
46034,-321,-217.1731034
46036,-255,-172.5206897
46038,-262,-177.2565517
46040,-320,-216.4965517
46042,-329,-222.5855172
46044,-300,-202.9655172
46046,-357,-241.5289655
46048,-196,-132.6041379
46050,-126,-85.24551724
46052,-252,-170.4910345
46054,-78,-52.77103448
46056,-117,-79.15655172
46058,-201,-135.9868966
46060,-93,-62.91931034
46062,-82,-55.47724138
46064,-222,-150.1944828
46066,-23,-15.56068966
46068,-26,-17.59034483
46070,-98,-66.30206897
46072,114,77.12689655
46074,3,2.029655172
46076,-32,-21.64965517
46078,141,95.3937931
46080,-17,-11.50137931
46082,-5,-3.382758621
46084,143,96.74689655
46086,40,27.06206897
46088,55,37.21034483
46090,207,140.0462069
46092,85,57.50689655
46094,57,38.56344828
46096,219,148.1648276
46098,50,33.82758621
46100,117,79.15655172
46102,205,138.6931034
46104,73,49.38827586
46106,135,91.33448276
46108,192,129.897931
46110,44,29.76827586
46112,63,42.62275862
46114,121,81.86275862
46116,-6,-4.059310345
46118,33,22.3262069
46120,85,57.50689655
46122,-69,-46.68206897
46124,48,32.47448276
46126,84,56.83034483
46128,-133,-89.98137931
46130,-63,-42.62275862
46132,22,14.88413793
46134,-181,-122.4558621
46136,-54,-36.5337931
46138,0,0
46140,-208,-140.7227586
46142,-72,-48.71172414
46144,11,7.442068966
46146,-166,-112.3075862
46148,-41,-27.73862069
46150,-22,-14.88413793
46152,-158,-106.8951724
46154,-13,-8.795172414
46156,19,12.85448276
46158,-136,-92.01103448
46160,44,29.76827586
46162,60,40.59310345
46164,-67,-45.32896552
46166,152,102.8358621
46168,150,101.4827586
46170,22,14.88413793
46172,226,152.9006897
46174,163,110.277931
46176,78,52.77103448
46178,247,167.1082759
46180,180,121.7793103
46182,137,92.68758621
46184,371,251.0006897
46186,338,228.6744828
46188,207,140.0462069
46190,442,299.0358621
46192,238,161.0193103
46194,223,150.8710345
46196,398,269.2675862
46198,286,193.4937931
46200,284,192.1406897
46202,484,327.4510345
46204,410,277.3862069
46206,347,234.7634483
46208,505,341.6586207
46210,347,234.7634483
46212,271,183.3455172
46214,446,301.742069
46216,326,220.5558621
46218,326,220.5558621
46220,541,366.0144828
46222,414,280.0924138
46224,436,294.9765517
46226,639,432.3165517
46228,440,297.6827586
46230,443,299.7124138
46232,626,423.5213793
46234,482,326.097931
46236,509,344.3648276
46238,738,499.2951724
46240,557,376.8393103
46242,582,393.7531034
46244,750,507.4137931
46246,529,357.8958621
46248,560,378.8689655
46250,683,462.0848276
46252,451,305.1248276
46254,521,352.4834483
46256,579,391.7234483
46258,535,361.9551724
46260,435,294.3
46262,538,363.9848276
46264,451,305.1248276
46266,344,232.7337931
46268,625,422.8448276
46270,390,263.8551724
46272,546,369.3972414
46274,659,445.8475862
46276,223,150.8710345
46278,503,340.3055172
46280,480,324.7448276
46282,332,224.6151724
46284,706,477.6455172
46286,325,219.8793103
46288,435,294.3
46290,474,320.6855172
46292,595,402.5482759
46294,790,534.4758621
46296,613,414.7262069
46298,694,469.5268966
46300,815,551.3896552
46302,-342,-231.3806897
46304,551,372.78
46306,46,31.12137931
46308,751,508.0903448
46310,587,397.1358621
46312,594,401.8717241
46314,1653,1118.34
46316,1543,1043.91931
46318,1504,1017.533793
46320,1471,995.2075862
46322,1313,888.3124138
46324,1002,677.9048276
46326,1478,999.9434483
46328,1702,1151.491034
46330,2077,1405.197931
46332,2513,1700.174483
46334,2591,1752.945517
46336,2422,1638.608276
46338,2557,1729.942759
46340,2365,1600.044828
46342,2206,1492.473103
46344,2572,1740.091034
46346,2696,1823.983448
46348,2675,1809.775862
46350,2959,2001.916552
46352,2868,1940.350345
46354,2476,1675.142069
46356,2625,1775.948276
46358,2422,1638.608276
46360,2190,1481.648276
46362,2303,1558.098621
46364,2234,1511.416552
46366,2005,1356.486207
46368,2116,1431.583448
46370,1859,1257.709655
46372,1484,1004.002759
46374,1470,994.5310345
46376,1219,824.7165517
46378,984,665.7268966
46380,989,669.1096552
46382,707,478.322069
46384,406,274.68
46386,383,259.1193103
46388,136,92.01103448
46390,-114,-77.12689655
46392,17,11.50137931
46394,-163,-110.277931
46396,-303,-204.9951724
46398,-77,-52.09448276
46400,-153,-103.5124138
46402,-310,-209.7310345
46404,-199,-134.6337931
46406,-130,-87.95172414
46408,-287,-194.1703448
46410,4,2.706206897
46412,-36,-24.35586207
46414,-170,-115.0137931
46416,55,37.21034483
46418,-51,-34.50413793
46420,-49,-33.15103448
46422,118,79.83310345
46424,81,54.80068966
46426,17,11.50137931
46428,245,165.7551724
46430,168,113.6606897
46432,89,60.21310345
46434,317,214.4668966
46436,169,114.3372414
46438,172,116.3668966
46440,410,277.3862069
46442,461,311.8903448
46444,487,329.4806897
46446,748,506.0606897
46448,553,374.1331034
46450,595,402.5482759
46452,666,450.5834483
46454,499,337.5993103
46456,474,320.6855172
46458,731,494.5593103
46460,625,422.8448276
46462,727,491.8531034
46464,857,579.8048276
46466,679,459.3786207
46468,649,439.082069
46470,755,510.7965517
46472,530,358.5724138
46474,439,297.0062069
46476,750,507.4137931
46478,476,322.0386207
46480,438,296.3296552
46482,671,453.9662069
46484,317,214.4668966
46486,437,295.6531034
46488,542,366.6910345
46490,324,219.2027586
46492,233,157.6365517
46494,461,311.8903448
46496,203,137.34
46498,167,112.9841379
46500,330,223.262069
46502,192,129.897931
46504,143,96.74689655
46506,243,164.402069
46508,85,57.50689655
46510,38,25.70896552
46512,178,120.4262069
46514,-28,-18.94344828
46516,-21,-14.20758621
46518,121,81.86275862
46520,-80,-54.12413793
46522,22,14.88413793
46524,85,57.50689655
46526,-81,-54.80068966
46528,-102,-69.00827586
46530,37,25.03241379
46532,-131,-88.62827586
46534,-70,-47.35862069
46536,45,30.44482759
46538,-95,-64.27241379
46540,-25,-16.9137931
46542,103,69.68482759
46544,-99,-66.97862069
46546,-362,-244.9117241
46548,-28,-18.94344828
46550,-100,-67.65517241
46552,-206,-139.3696552
46554,45,30.44482759
46556,-242,-163.7255172
46558,-88,-59.53655172
46560,109,73.74413793
46562,-281,-190.1110345
46564,-81,-54.80068966
46566,-3,-2.029655172
46568,-326,-220.5558621
46570,96,64.94896552
46572,-586,-396.4593103
46574,-171,-115.6903448
46576,16,10.82482759
46578,-113,-76.45034483
46580,-256,-173.1972414
46582,-173,-117.0434483
46584,453,306.477931
46586,-216,-146.1351724
46588,124,83.89241379
46590,-318,-215.1434483
46592,-375,-253.7068966
46594,-124,-83.89241379
46596,-54,-36.5337931
46598,-277,-187.4048276
46600,-51,-34.50413793
46602,-193,-130.5744828
46604,-265,-179.2862069
46606,19,12.85448276
46608,-148,-100.1296552
46610,-269,-181.9924138
46612,-191,-129.2213793
46614,-177,-119.7496552
46616,-174,-117.72
46618,60,40.59310345
46620,-72,-48.71172414
46622,-96,-64.94896552
46624,-96,-64.94896552
46626,-149,-100.8062069
46628,-187,-126.5151724
46630,-149,-100.8062069
46632,-144,-97.42344828
46634,-181,-122.4558621
46636,-56,-37.88689655
46638,-44,-29.76827586
46640,-135,-91.33448276
46642,-95,-64.27241379
46644,-155,-104.8655172
46646,-139,-94.04068966
46648,-111,-75.09724138
46650,-47,-31.79793103
46652,-32,-21.64965517
46654,8,5.412413793
46656,-21,-14.20758621
46658,1,0.676551724
46660,11,7.442068966
46662,-33,-22.3262069
46664,-50,-33.82758621
46666,-79,-53.44758621
46668,-78,-52.77103448
46670,-53,-35.85724138
46672,-176,-119.0731034
46674,-98,-66.30206897
46676,-165,-111.6310345
46678,-206,-139.3696552
46680,-25,-16.9137931
46682,-197,-133.2806897
46684,-126,-85.24551724
46686,-142,-96.07034483
46688,-205,-138.6931034
46690,-93,-62.91931034
46692,-183,-123.8089655
46694,-171,-115.6903448
46696,-226,-152.9006897
46698,-598,-404.577931
46700,5,3.382758621
46702,-567,-383.6048276
46704,-10,-6.765517241
46706,-308,-208.377931
46708,-390,-263.8551724
46710,-301,-203.642069
46712,-457,-309.1841379
46714,-392,-265.2082759
46716,-561,-379.5455172
46718,-583,-394.4296552
46720,-604,-408.6372414
46722,-590,-399.1655172
46724,-414,-280.0924138
46726,-481,-325.4213793
46728,-507,-343.0117241
46730,-416,-281.4455172
46732,-565,-382.2517241
46734,-557,-376.8393103
46736,-444,-300.3889655
46738,-635,-429.6103448
46740,-581,-393.0765517
46742,-459,-310.5372414
46744,-563,-380.8986207
46746,-488,-330.1572414
46748,-443,-299.7124138
46750,-581,-393.0765517
46752,-475,-321.362069
46754,-415,-280.7689655
46756,-547,-370.0737931
46758,-500,-338.2758621
46760,-440,-297.6827586
46762,-629,-425.5510345
46764,-470,-317.9793103
46766,-425,-287.5344828
46768,-569,-384.957931
46770,-495,-334.8931034
46772,-487,-329.4806897
46774,-665,-449.9068966
46776,-539,-364.6613793
46778,-596,-403.2248276
46780,-759,-513.5027586
46782,-565,-382.2517241
46784,-558,-377.5158621
46786,-694,-469.5268966
46788,-462,-312.5668966
46790,-534,-361.2786207
46792,-682,-461.4082759
46794,-472,-319.3324138
46796,-611,-413.3731034
46798,-655,-443.1413793
46800,-441,-298.3593103
46802,-549,-371.4268966
46804,-558,-377.5158621
46806,-310,-209.7310345
46808,-477,-322.7151724
46810,-482,-326.097931
46812,-382,-258.4427586
46814,-499,-337.5993103
46816,-478,-323.3917241
46818,-286,-193.4937931
46820,-462,-312.5668966
46822,-357,-241.5289655
46824,-219,-148.1648276
46826,-390,-263.8551724
46828,-324,-219.2027586
46830,-231,-156.2834483
46832,-417,-282.122069
46834,-319,-215.82
46836,-232,-156.96
46838,-418,-282.7986207
46840,-257,-173.8737931
46842,-161,-108.9248276
46844,-315,-213.1137931
46846,-228,-154.2537931
46848,-203,-137.34
46850,-321,-217.1731034
46852,-224,-151.5475862
46854,-196,-132.6041379
46856,-316,-213.7903448
46858,-224,-151.5475862
46860,-121,-81.86275862
46862,-313,-211.7606897
46864,-178,-120.4262069
46866,-162,-109.6013793
46868,-334,-225.9682759
46870,-233,-157.6365517
46872,-202,-136.6634483
46874,-387,-261.8255172
46876,-229,-154.9303448
46878,-213,-144.1055172
46880,-379,-256.4131034
46882,-203,-137.34
46884,-241,-163.0489655
46886,-432,-292.2703448
46888,-188,-127.1917241
46890,-271,-183.3455172
46892,-424,-286.857931
46894,-206,-139.3696552
46896,-281,-190.1110345
46898,-378,-255.7365517
46900,-218,-147.4882759
46902,-270,-182.6689655
46904,-407,-275.3565517
46906,-211,-142.7524138
46908,-266,-179.9627586
46910,-358,-242.2055172
46912,-170,-115.0137931
46914,-248,-167.7848276
46916,-338,-228.6744828
46918,-112,-75.7737931
46920,-219,-148.1648276
46922,-280,-189.4344828
46924,-119,-80.50965517
46926,-224,-151.5475862
46928,-319,-215.82
46930,-116,-78.48
46932,-211,-142.7524138
46934,-287,-194.1703448
46936,-55,-37.21034483
46938,-172,-116.3668966
46940,-195,-131.9275862
46942,-15,-10.14827586
46944,-135,-91.33448276
46946,-191,-129.2213793
46948,4,2.706206897
46950,-125,-84.56896552
46952,-137,-92.68758621
46954,59,39.91655172
46956,-85,-57.50689655
46958,-129,-87.27517241
46960,43,29.09172414
46962,-103,-69.68482759
46964,-134,-90.65793103
46966,33,22.3262069
46968,-141,-95.3937931
46970,-135,-91.33448276
46972,45,30.44482759
46974,-122,-82.53931034
46976,-124,-83.89241379
46978,23,15.56068966
