Tick (ms),ADC Value,ForceValue
28630,2290,1549.303448
28632,2222,1503.297931
28634,2520,1704.910345
28636,2662,1800.98069
28638,2393,1618.988276
28640,2073,1402.491724
28642,2207,1493.149655
28644,1910,1292.213793
28646,1902,1286.801379
28648,2148,1453.233103
28650,1903,1287.477931
28652,1693,1145.402069
28654,1786,1208.321379
28656,1438,972.8813793
28658,1132,765.8565517
28660,1204,814.5682759
28662,939,635.282069
28664,712,481.7048276
28666,906,612.9558621
28668,564,381.5751724
28670,359,242.882069
28672,358,242.2055172
28674,92,62.24275862
28676,-51,-34.50413793
28678,213,144.1055172
28680,-28,-18.94344828
28682,-127,-85.92206897
28684,121,81.86275862
28686,-153,-103.5124138
28688,-110,-74.42068966
28690,95,64.27241379
28692,98,66.30206897
28694,51,34.50413793
28696,331,223.9386207
28698,19,12.85448276
28700,-18,-12.17793103
28702,237,160.3427586
28704,-47,-31.79793103
28706,-144,-97.42344828
28708,144,97.42344828
28710,182,123.1324138
28712,219,148.1648276
28714,455,307.8310345
28716,209,141.3993103
28718,130,87.95172414
28720,331,223.9386207
28722,155,104.8655172
28724,135,91.33448276
28726,503,340.3055172
28728,358,242.2055172
28730,503,340.3055172
28732,672,454.6427586
28734,455,307.8310345
28736,316,213.7903448
28738,611,413.3731034
28740,280,189.4344828
28742,439,297.0062069
28744,696,470.88
28746,474,320.6855172
28748,588,397.8124138
28750,758,512.8262069
28752,421,284.8282759
28754,532,359.9255172
28756,586,396.4593103
28758,450,304.4482759
28760,584,395.1062069
28762,689,466.1441379
28764,517,349.7772414
28766,583,394.4296552
28768,739,499.9717241
28770,344,232.7337931
28772,455,307.8310345
28774,603,407.9606897
28776,346,234.0868966
28778,458,309.8606897
28780,605,409.3137931
28782,262,177.2565517
28784,434,293.6234483
28786,391,264.5317241
28788,174,117.72
28790,280,189.4344828
28792,315,213.1137931
28794,130,87.95172414
28796,379,256.4131034
28798,242,163.7255172
28800,76,51.41793103
28802,259,175.2268966
28804,142,96.07034483
28806,-102,-69.00827586
28808,112,75.7737931
28810,97,65.62551724
28812,-13,-8.795172414
28814,62,41.9462069
28816,-59,-39.91655172
28818,-193,-130.5744828
28820,54,36.5337931
28822,-132,-89.30482759
28824,-301,-203.642069
28826,-111,-75.09724138
28828,-202,-136.6634483
28830,-349,-236.1165517
28832,-77,-52.09448276
28834,-234,-158.3131034
28836,-634,-428.9337931
28838,9,6.088965517
28840,-303,-204.9951724
28842,-457,-309.1841379
28844,-204,-138.0165517
28846,-299,-202.2889655
28848,-329,-222.5855172
28850,-231,-156.2834483
28852,-208,-140.7227586
28854,-315,-213.1137931
28856,-221,-149.517931
28858,-396,-267.9144828
28860,-155,-104.8655172
28862,-164,-110.9544828
28864,-246,-166.4317241
28866,-283,-191.4641379
28868,-72,-48.71172414
28870,-244,-165.0786207
28872,-184,-124.4855172
28874,-128,-86.59862069
28876,-216,-146.1351724
28878,-166,-112.3075862
28880,-26,-17.59034483
28882,-243,-164.402069
28884,-96,-64.94896552
28886,-39,-26.38551724
28888,-196,-132.6041379
28890,21,14.20758621
28892,2,1.353103448
28894,-163,-110.277931
28896,108,73.06758621
28898,51,34.50413793
28900,-120,-81.1862069
28902,58,39.24
28904,-22,-14.88413793
28906,-62,-41.9462069
28908,131,88.62827586
28910,53,35.85724138
28912,-13,-8.795172414
28914,197,133.2806897
28916,75,50.74137931
28918,-40,-27.06206897
28920,-23,-15.56068966
28922,-103,-69.68482759
28924,-84,-56.83034483
28926,147,99.45310345
28928,34,23.00275862
28930,-24,-16.23724138
28932,132,89.30482759
28934,82,55.47724138
28936,67,45.32896552
28938,-25,-16.9137931
28940,-37,-25.03241379
28942,-69,-46.68206897
28944,0,0
28946,22,14.88413793
28948,-130,-87.95172414
28950,114,77.12689655
28952,100,67.65517241
28954,574,388.3406897
28956,-1624,-1098.72
28958,71,48.03517241
28960,-612,-414.0496552
28962,-280,-189.4344828
28964,-134,-90.65793103
28966,-422,-285.5048276
28968,-542,-366.6910345
28970,30,20.29655172
28972,-121,-81.86275862
28974,-251,-169.8144828
28976,-470,-317.9793103
28978,-416,-281.4455172
28980,-484,-327.4510345
28982,-347,-234.7634483
28984,-114,-77.12689655
28986,-305,-206.3482759
28988,-514,-347.7475862
28990,-366,-247.617931
28992,-551,-372.78
28994,-519,-351.1303448
28996,-323,-218.5262069
28998,-428,-289.5641379
29000,-458,-309.8606897
29002,-290,-196.2
29004,-394,-266.5613793
29006,-422,-285.5048276
29008,-358,-242.2055172
29010,-452,-305.8013793
29012,-489,-330.8337931
29014,-269,-181.9924138
29016,-317,-214.4668966
29018,-443,-299.7124138
29020,-310,-209.7310345
29022,-422,-285.5048276
29024,-455,-307.8310345
29026,-318,-215.1434483
29028,-367,-248.2944828
29030,-377,-255.06
29032,-272,-184.022069
29034,-448,-303.0951724
29036,-487,-329.4806897
29038,-429,-290.2406897
29040,-536,-362.6317241
29042,-594,-401.8717241
29044,-434,-293.6234483
29046,-466,-315.2731034
29048,-462,-312.5668966
29050,-400,-270.6206897
29052,-558,-377.5158621
29054,-556,-376.1627586
29056,-486,-328.8041379
29058,-650,-439.7586207
29060,-630,-426.2275862
29062,-496,-335.5696552
29064,-635,-429.6103448
29066,-545,-368.7206897
29068,-549,-371.4268966
29070,-643,-435.0227586
29072,-585,-395.7827586
29074,-565,-382.2517241
29076,-641,-433.6696552
29078,-445,-301.0655172
29080,-418,-282.7986207
29082,-492,-332.8634483
29084,-372,-251.6772414
29086,-477,-322.7151724
29088,-485,-328.1275862
29090,-350,-236.7931034
29092,-391,-264.5317241
29094,-361,-244.2351724
29096,-246,-166.4317241
29098,-252,-170.4910345
29100,-334,-225.9682759
29102,-222,-150.1944828
29104,-228,-154.2537931
29106,-309,-209.0544828
29108,-118,-79.83310345
29110,-170,-115.0137931
29112,-204,-138.0165517
29114,16,10.82482759
29116,-38,-25.70896552
29118,-93,-62.91931034
29120,53,35.85724138
29122,-49,-33.15103448
29124,-104,-70.36137931
29126,148,100.1296552
29128,26,17.59034483
29130,16,10.82482759
29132,211,142.7524138
29134,85,57.50689655
29136,44,29.76827586
29138,204,138.0165517
29140,66,44.65241379
29142,12,8.11862069
29144,134,90.65793103
29146,41,27.73862069
29148,10,6.765517241
29150,209,141.3993103
29152,38,25.70896552
29154,-17,-11.50137931
29156,147,99.45310345
29158,-79,-53.44758621
29160,-86,-58.18344828
29162,46,31.12137931
29164,-170,-115.0137931
29166,-125,-84.56896552
29168,4,2.706206897
29170,-178,-120.4262069
29172,-140,-94.71724138
29174,-71,-48.03517241
29176,-293,-198.2296552
29178,-192,-129.897931
29180,-80,-54.12413793
29182,-303,-204.9951724
29184,-232,-156.96
29186,-134,-90.65793103
29188,-314,-212.4372414
29190,-185,-125.162069
29192,-113,-76.45034483
29194,-344,-232.7337931
29196,-237,-160.3427586
29198,-126,-85.24551724
29200,-336,-227.3213793
29202,-154,-104.1889655
29204,-51,-34.50413793
29206,-242,-163.7255172
29208,-72,-48.71172414
29210,2,1.353103448
29212,-167,-112.9841379
29214,-11,-7.442068966
29216,45,30.44482759
29218,-136,-92.01103448
29220,83,56.1537931
29222,102,69.00827586
29224,-43,-29.09172414
29226,173,117.0434483
29228,147,99.45310345
29230,-2,-1.353103448
29232,220,148.8413793
29234,191,129.2213793
29236,31,20.97310345
29238,230,155.6068966
29240,232,156.96
29242,56,37.88689655
29244,280,189.4344828
29246,260,175.9034483
29248,101,68.33172414
29250,264,178.6096552
29252,227,153.5772414
29254,85,57.50689655
29256,336,227.3213793
29258,224,151.5475862
29260,85,57.50689655
29262,308,208.377931
29264,223,150.8710345
29266,136,92.01103448
29268,371,251.0006897
29270,264,178.6096552
29272,135,91.33448276
29274,413,279.4158621
29276,322,217.8496552
29278,219,148.1648276
29280,530,358.5724138
29282,365,246.9413793
29284,361,244.2351724
29286,617,417.4324138
29288,464,313.92
29290,450,304.4482759
29292,698,472.2331034
29294,506,342.3351724
29296,473,320.0089655
29298,668,451.9365517
29300,464,313.92
29302,491,332.1868966
29304,678,458.702069
29306,480,324.7448276
29308,584,395.1062069
29310,663,448.5537931
29312,531,359.2489655
29314,536,362.6317241
29316,639,432.3165517
29318,330,223.262069
29320,385,260.4724138
29322,944,638.6648276
29324,600,405.9310345
29326,513,347.0710345
29328,686,464.1144828
29330,204,138.0165517
29332,649,439.082069
29334,592,400.5186207
29336,343,232.0572414
29338,697,471.5565517
29340,468,316.6262069
29342,605,409.3137931
29344,884,598.0717241
29346,569,384.957931
29348,726,491.1765517
29350,210,142.0758621
29352,-231,-156.2834483
29354,360,243.5586207
29356,565,382.2517241
29358,1066,721.2041379
29360,777,525.6806897
29362,1397,945.1427586
29364,1414,956.6441379
29366,1182,799.6841379
29368,1359,919.4337931
29370,1327,897.7841379
29372,1269,858.5441379
29374,1910,1292.213793
29376,2070,1400.462069
29378,1882,1273.270345
29380,2389,1616.282069
29382,2521,1705.586897
29384,2311,1563.511034
29386,2535,1715.058621
29388,2374,1606.133793
29390,2324,1572.306207
29392,2901,1962.676552
29394,2872,1943.056552
29396,2701,1827.366207
29398,2998,2028.302069
29400,2840,1921.406897
29402,2580,1745.503448
29404,2828,1913.288276
29406,2650,1792.862069
29408,2380,1610.193103
29410,2686,1817.217931
29412,2481,1678.524828
29414,2094,1416.69931
29416,2229,1508.033793
29418,1957,1324.011724
29420,1588,1074.364138
29422,1724,1166.375172
29424,1390,940.4068966
29426,1077,728.6462069
29428,1151,778.7110345
29430,852,576.422069
29432,551,372.78
29434,604,408.6372414
29436,331,223.9386207
29438,107,72.39103448
29440,44,29.76827586
29442,37,25.03241379
29444,-120,-81.1862069
29446,-87,-58.86
29448,-89,-60.21310345
29450,-278,-188.0813793
29452,-53,-35.85724138
29454,-72,-48.71172414
29456,-209,-141.3993103
29458,108,73.06758621
29460,-30,-20.29655172
29462,-111,-75.09724138
29464,62,41.9462069
29466,62,41.9462069
29468,-52,-35.18068966
29470,174,117.72
29472,118,79.83310345
29474,120,81.1862069
29476,301,203.642069
29478,267,180.6393103
29480,181,122.4558621
29482,364,246.2648276
29484,311,210.4075862
29486,387,261.8255172
29488,723,489.1468966
29490,617,417.4324138
29492,550,372.1034483
29494,720,487.1172414
29496,794,537.182069
29498,617,417.4324138
29500,845,571.6862069
29502,717,485.0875862
29504,860,581.8344828
29506,1054,713.0855172
29508,957,647.46
29510,881,596.042069
29512,1025,693.4655172
29514,921,623.1041379
29516,853,577.0986207
29518,949,642.0475862
29520,627,424.197931
29522,732,495.2358621
29524,870,588.6
29526,520,351.8068966
29528,658,445.1710345
29530,693,468.8503448
29532,465,314.5965517
29534,457,309.1841379
29536,561,379.5455172
29538,225,152.2241379
29540,312,211.0841379
29542,379,256.4131034
29544,54,36.5337931
29546,110,74.42068966
29548,341,230.7041379
29550,-23,-15.56068966
29552,80,54.12413793
29554,195,131.9275862
29556,-104,-70.36137931
29558,-70,-47.35862069
29560,104,70.36137931
29562,-162,-109.6013793
29564,-138,-93.36413793
29566,43,29.09172414
29568,-176,-119.0731034
29570,-86,-58.18344828
29572,-47,-31.79793103
29574,-351,-237.4696552
29576,-197,-133.2806897
29578,-60,-40.59310345
29580,-272,-184.022069
29582,-84,-56.83034483
29584,-2,-1.353103448
29586,-200,-135.3103448
29588,8,5.412413793
29590,-69,-46.68206897
29592,-251,-169.8144828
29594,-114,-77.12689655
29596,-233,-157.6365517
29598,-311,-210.4075862
29600,214,144.782069
29602,-231,-156.2834483
29604,-120,-81.1862069
29606,5,3.382758621
29608,-37,-25.03241379
29610,-98,-66.30206897
29612,-32,-21.64965517
29614,-37,-25.03241379
29616,-195,-131.9275862
29618,83,56.1537931
29620,65,43.97586207
29622,-7,-4.735862069
29624,39,26.38551724
29626,-181,-122.4558621
29628,-65,-43.97586207
29630,5,3.382758621
29632,-175,-118.3965517
29634,-71,-48.03517241
29636,-224,-151.5475862
29638,-40,-27.06206897
29640,-118,-79.83310345
29642,-171,-115.6903448
29644,-154,-104.1889655
29646,-224,-151.5475862
29648,-171,-115.6903448
29650,-176,-119.0731034
29652,-283,-191.4641379
29654,-176,-119.0731034
29656,-185,-125.162069
29658,-295,-199.5827586
29660,-138,-93.36413793
29662,-206,-139.3696552
29664,-297,-200.9358621
29666,-160,-108.2482759
29668,-233,-157.6365517
29670,-244,-165.0786207
29672,-105,-71.03793103
29674,-298,-201.6124138
29676,-207,-140.0462069
29678,-113,-76.45034483
29680,-207,-140.0462069
29682,-218,-147.4882759
29684,-83,-56.1537931
29686,-156,-105.542069
29688,-160,-108.2482759
29690,-197,-133.2806897
29692,-320,-216.4965517
29694,-48,-32.47448276
29696,-142,-96.07034483
29698,-124,-83.89241379
29700,-52,-35.18068966
29702,-116,-78.48
29704,-91,-61.5662069
29706,-148,-100.1296552
29708,-155,-104.8655172
29710,-222,-150.1944828
29712,-251,-169.8144828
29714,-91,-61.5662069
29716,-107,-72.39103448
29718,-110,-74.42068966
29720,-16,-10.82482759
29722,-33,-22.3262069
29724,-81,-54.80068966
29726,-186,-125.8386207
29728,-236,-159.6662069
29730,-129,-87.27517241
29732,-227,-153.5772414
29734,-180,-121.7793103
29736,-107,-72.39103448
29738,-75,-50.74137931
29740,-116,-78.48
29742,-175,-118.3965517
29744,-114,-77.12689655
29746,-600,-405.9310345
29748,-142,-96.07034483
29750,-282,-190.7875862
29752,-186,-125.8386207
29754,-470,-317.9793103
29756,-364,-246.2648276
29758,-497,-336.2462069
29760,-626,-423.5213793
29762,-419,-283.4751724
29764,-755,-510.7965517
29766,-649,-439.082069
29768,-523,-353.8365517
29770,-677,-458.0255172
29772,-504,-340.982069
29774,-571,-386.3110345
29776,-820,-554.7724138
29778,-655,-443.1413793
29780,-793,-536.5055172
29782,-895,-605.5137931
29784,-648,-438.4055172
29786,-741,-501.3248276
29788,-834,-564.2441379
29790,-768,-519.5917241
29792,-831,-562.2144828
29794,-817,-552.7427586
29796,-762,-515.5324138
29798,-885,-598.7482759
29800,-819,-554.0958621
29802,-601,-406.6075862
29804,-811,-548.6834483
29806,-759,-513.5027586
29808,-719,-486.4406897
29810,-912,-617.0151724
29812,-787,-532.4462069
29814,-688,-465.4675862
29816,-843,-570.3331034
29818,-756,-511.4731034
29820,-662,-447.8772414
29822,-832,-562.8910345
29824,-711,-481.0282759
29826,-719,-486.4406897
29828,-867,-586.5703448
29830,-707,-478.322069
29832,-665,-449.9068966
29834,-791,-535.1524138
29836,-621,-420.1386207
29838,-603,-407.9606897
29840,-782,-529.0634483
29842,-547,-370.0737931
29844,-617,-417.4324138
29846,-702,-474.9393103
29848,-463,-313.2434483
29850,-552,-373.4565517
29852,-626,-423.5213793
29854,-404,-273.3268966
29856,-519,-351.1303448
29858,-602,-407.2841379
29860,-397,-268.5910345
29862,-505,-341.6586207
29864,-527,-356.5427586
29866,-323,-218.5262069
29868,-440,-297.6827586
29870,-500,-338.2758621
29872,-287,-194.1703448
29874,-485,-328.1275862
29876,-464,-313.92
29878,-269,-181.9924138
29880,-474,-320.6855172
29882,-440,-297.6827586
29884,-298,-201.6124138
29886,-498,-336.9227586
29888,-578,-391.0468966
29890,-226,-152.9006897
29892,-625,-422.8448276
29894,-526,-355.8662069
29896,-269,-181.9924138
29898,-409,-276.7096552
29900,-334,-225.9682759
29902,-199,-134.6337931
29904,-330,-223.262069
29906,-311,-210.4075862
29908,-187,-126.5151724
29910,-417,-282.122069
29912,-340,-230.0275862
29914,-268,-181.3158621
29916,-433,-292.9468966
29918,-289,-195.5234483
29920,-241,-163.0489655
29922,-439,-297.0062069
29924,-329,-222.5855172
29926,-291,-196.8765517
29928,-447,-302.4186207
29930,-327,-221.2324138
29932,-332,-224.6151724
29934,-506,-342.3351724
29936,-336,-227.3213793
29938,-320,-216.4965517
29940,-464,-313.92
29942,-309,-209.0544828
29944,-317,-214.4668966
29946,-471,-318.6558621
29948,-307,-207.7013793
29950,-371,-251.0006897
29952,-501,-338.9524138
29954,-299,-202.2889655
29956,-353,-238.8227586
29958,-471,-318.6558621
29960,-239,-161.6958621
29962,-284,-192.1406897
29964,-395,-267.237931
29966,-216,-146.1351724
29968,-312,-211.0841379
29970,-424,-286.857931
29972,-223,-150.8710345
29974,-317,-214.4668966
29976,-385,-260.4724138
29978,-142,-96.07034483
29980,-213,-144.1055172
29982,-290,-196.2
29984,-58,-39.24
29986,-181,-122.4558621
29988,-273,-184.6986207
29990,-45,-30.44482759
29992,-165,-111.6310345
29994,-175,-118.3965517
29996,15,10.14827586
29998,-71,-48.03517241
30000,-119,-80.50965517
30002,68,46.00551724
30004,-91,-61.5662069
30006,-154,-104.1889655
30008,16,10.82482759
30010,-123,-83.21586207
30012,-160,-108.2482759
30014,6,4.059310345
30016,-130,-87.95172414
30018,-153,-103.5124138
30020,32,21.64965517
30022,-153,-103.5124138
30024,-168,-113.6606897
30026,-23,-15.56068966
30028,-189,-127.8682759
30030,-179,-121.1027586
30032,-11,-7.442068966
30034,-178,-120.4262069
30036,-162,-109.6013793
30038,-12,-8.11862069
30040,-210,-142.0758621
30042,-179,-121.1027586
30044,-56,-37.88689655
30046,-232,-156.96
30048,-193,-130.5744828
30050,-86,-58.18344828
30052,-258,-174.5503448
30054,-245,-165.7551724
30056,-172,-116.3668966
30058,-635,-429.6103448
30060,713,482.3813793
30062,-196,-132.6041379
30064,-139,-94.04068966
30066,88,59.53655172
30068,506,342.3351724
30070,-73,-49.38827586
30072,484,327.4510345
30074,375,253.7068966
30076,205,138.6931034
30078,568,384.2813793
30080,749,506.7372414
30082,388,262.502069
30084,687,464.7910345
30086,394,266.5613793
30088,337,227.997931
30090,536,362.6317241
30092,179,121.1027586
30094,402,271.9737931
30096,695,470.2034483
30098,1330,899.8137931
30100,896,606.1903448
30102,695,470.2034483
30104,835,564.9206897
30106,380,257.0896552
30108,626,423.5213793
30110,443,299.7124138
30112,539,364.6613793
30114,740,500.6482759
30116,982,664.3737931
30118,1423,962.7331034
30120,413,279.4158621
30122,905,612.2793103
30124,-251,-169.8144828
30126,489,330.8337931
30128,566,382.9282759
30130,469,317.3027586
30132,1419,960.0268966
30134,1267,857.1910345
30136,1336,903.8731034
30138,1774,1200.202759
30140,1285,869.3689655
30142,1039,702.9372414
30144,1362,921.4634483
30146,1294,875.457931
30148,1638,1108.191724
30150,2406,1627.783448
30152,2417,1635.225517
30154,2416,1634.548966
30156,2654,1795.568276
30158,2329,1575.688966
30160,2312,1564.187586
30162,2897,1959.970345
30164,2484,1680.554483
30166,2462,1665.670345
30168,2538,1717.088276
30170,2893,1957.264138
30172,2856,1932.231724
30174,2718,1838.867586
30176,2915,1972.148276
30178,2702,1828.042759
30180,2688,1818.571034
30182,2498,1690.026207
30184,2234,1511.416552
30186,2268,1534.41931
30188,2044,1382.871724
30190,1963,1328.071034
30192,1940,1312.510345
30194,1612,1090.601379
30196,1517,1026.328966
30198,1474,997.2372414
30200,1026,694.142069
30202,835,564.9206897
30204,707,478.322069
30206,337,227.997931
30208,263,177.9331034
30210,396,267.9144828
30212,147,99.45310345
30214,169,114.3372414
30216,136,92.01103448
30218,-67,-45.32896552
30220,-142,-96.07034483
30222,-66,-44.65241379
30224,-173,-117.0434483
30226,-100,-67.65517241
30228,194,131.2510345
30230,-9,-6.088965517
30232,172,116.3668966
30234,246,166.4317241
30236,-5,-3.382758621
30238,99,66.97862069
30240,65,43.97586207
30242,-31,-20.97310345
30244,127,85.92206897
30246,383,259.1193103
30248,187,126.5151724
30250,342,231.3806897
30252,405,274.0034483
30254,205,138.6931034
30256,206,139.3696552
30258,329,222.5855172
30260,243,164.402069
30262,362,244.9117241
30264,671,453.9662069
30266,431,291.5937931
30268,612,414.0496552
30270,721,487.7937931
30272,446,301.742069
30274,485,328.1275862
30276,601,406.6075862
30278,336,227.3213793
30280,585,395.7827586
30282,685,463.437931
30284,371,251.0006897
30286,598,404.577931
30288,532,359.9255172
30290,225,152.2241379
30292,537,363.3082759
30294,343,232.0572414
30296,266,179.9627586
30298,433,292.9468966
30300,462,312.5668966
30302,349,236.1165517
30304,416,281.4455172
30306,407,275.3565517
30308,167,112.9841379
30310,370,250.3241379
30312,295,199.5827586
30314,81,54.80068966
30316,348,235.44
30318,256,173.1972414
30320,30,20.29655172
30322,318,215.1434483
30324,93,62.91931034
30326,-59,-39.91655172
30328,180,121.7793103
30330,-4,-2.706206897
30332,-163,-110.277931
30334,76,51.41793103
30336,-61,-41.26965517
30338,-88,-59.53655172
30340,95,64.27241379
30342,-61,-41.26965517
30344,-141,-95.3937931
30346,73,49.38827586
30348,-111,-75.09724138
30350,-224,-151.5475862
30352,-75,-50.74137931
30354,-155,-104.8655172
30356,-161,-108.9248276
30358,-75,-50.74137931
30360,-202,-136.6634483
30362,-273,-184.6986207
30364,-107,-72.39103448
30366,-365,-246.9413793
30368,-352,-238.1462069
30370,-268,-181.3158621
30372,-377,-255.06
30374,-294,-198.9062069
30376,-441,-298.3593103
30378,-216,-146.1351724
